id,cycle,setting1,setting2,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,label_bnc
1,13,100,-0.001425,389.0025,482.3025,1186.6425,1050.6225,10.965,16.2075,415.08,1791.09,6785.115,0.975,35.535,391.3875,1791.06,6096.075,6.3114,0.0225,294.75,1791,29.1975,17.456775,0
1,14,100,0.000675,389.0025,481.7625,1194.7125,1049.37,10.965,16.2075,415.86,1791.0675,6785.5275,0.975,35.58,391.2525,1791,6100.8225,6.2973,0.0225,294.75,1791,29.385,17.53695,0
1,15,100,-0.00135,389.0025,481.8225,1187.865,1051.5975,10.965,16.2075,415.23,1791.0825,6789.165,0.975,35.475,391.875,1791.06,6095.67,6.314925,0.0225,293.25,1791,29.2425,17.5125,0
1,16,100,0.00045,389.0025,481.5975,1190.985,1053.375,10.965,16.2075,415.455,1791.0375,6787.005,0.975,35.43,391.1175,1791.0525,6102.0825,6.2952,0.0225,294,1791,29.2275,17.59125,0
1,17,100,0.00015,389.0025,481.935,1188.72,1049.9625,10.965,16.2075,415.35,1791.045,6791.19,0.975,35.34,391.4175,1791.03,6102.9525,6.34065,0.0225,294,1791,29.1075,17.498925,0
1,18,100,-0.002325,389.0025,481.965,1193.28,1047.09,10.965,16.2075,415.65,1791.0375,6787.1625,0.975,35.4075,391.32,1791.0525,6099.5475,6.3021,0.0225,294,1791,29.1675,17.549025,0
1,19,100,0.0024,389.0025,481.3425,1190.67,1050.2625,10.965,16.2075,415.635,1791.03,6790.4925,0.975,35.55,391.4175,1791.0225,6096.8475,6.324075,0.0225,293.25,1791,29.1,17.5098,0
1,20,100,-0.002775,389.0025,482.28,1185.8325,1053.9225,10.965,16.2075,416.1075,1791.0375,6784.425,0.975,35.415,391.5525,1791.015,6097.2825,6.31575,0.0225,294,1791,29.2725,17.5665,0
1,21,100,-0.0009,389.0025,481.7775,1189.5525,1048.5975,10.965,16.2075,415.56,1791.0825,6786.1125,0.975,35.3625,391.815,1791.06,6100.515,6.303675,0.0225,294,1791,29.3175,17.482575,0
1,22,100,0.00015,389.0025,482.0775,1194.6975,1050.4275,10.965,16.2075,415.2225,1791.03,6795.9075,0.975,35.43,391.5,1791.0225,6097.8075,6.30255,0.0225,294,1791,29.19,17.5344,0
1,23,100,0.00255,389.0025,481.605,1191.1425,1046.0625,10.965,16.2075,415.485,1791.0375,6784.71,0.975,35.4375,391.14,1791.0375,6095.925,6.318,0.0225,294,1791,29.205,17.59215,0
1,24,100,-0.00075,389.0025,481.785,1193.1225,1049.1075,10.965,16.2075,415.1175,1791.09,6782.82,0.975,35.58,391.5975,1791.0225,6100.41,6.291825,0.0225,294,1791,29.25,17.5272,0
1,25,100,0.001725,389.0025,482.0775,1195.575,1049.5425,10.965,16.2075,415.5,1791.015,6790.62,0.975,35.52,391.92,1791.015,6102.4575,6.293775,0.0225,294.75,1791,29.2125,17.5716,0
1,26,100,0,389.0025,481.62,1191.81,1047.0525,10.965,16.2075,415.5825,1791.0525,6785.3325,0.975,35.445,391.71,1791.045,6098.3625,6.3195,0.0225,295.5,1791,29.145,17.561175,0
1,27,100,-0.0009,389.0025,481.83,1192.8525,1051.38,10.965,16.2075,415.5525,1791.015,6785.97,0.975,35.5275,391.5,1791.0975,6100.95,6.30345,0.0225,294.75,1791,29.2425,17.5854,0
1,28,100,-0.0018,389.0025,481.7625,1187.13,1049.3475,10.965,16.2075,416.01,1791.09,6787.38,0.975,35.5575,391.9275,1791.06,6095.475,6.324225,0.0225,292.5,1791,29.2575,17.463075,0
1,29,100,0.0009,389.0025,481.4325,1188.6225,1050.7425,10.965,16.2075,415.6875,1791.0375,6787.8525,0.975,35.43,391.8075,1791.045,6099.795,6.314175,0.0225,294.75,1791,29.1975,17.519775,0
1,30,100,-0.00165,389.0025,481.65,1195.14,1047.06,10.965,16.2075,415.7775,1791.0525,6784.215,0.975,35.55,391.6425,1791,6103.395,6.304875,0.0225,292.5,1791,29.2875,17.55825,0
1,31,100,0.00105,389.0025,481.515,1188.135,1047.675,10.965,16.2075,415.5975,1791.06,6794.085,0.975,35.5575,391.4625,1791.045,6093.96,6.3078,0.0225,294,1791,29.205,17.501475,0
1,32,100,0.000375,389.0025,481.7475,1193.535,1050.27,10.965,16.2075,416.22,1791.03,6788.2275,0.975,35.4375,391.44,1791.0525,6097.275,6.3111,0.0225,294,1791,29.265,17.624925,0
1,33,100,-0.00315,389.0025,482.0325,1191.3,1051.8225,10.965,16.2075,415.9575,1791.03,6785.3475,0.975,35.46,391.4325,1791.06,6100.815,6.281475,0.0225,294,1791,29.1225,17.51295,0
1,34,100,0.001125,389.0025,481.905,1186.1025,1050.36,10.965,16.2075,415.725,1791.0225,6784.845,0.975,35.6025,391.275,1791.0675,6094.9575,6.326175,0.0225,294,1791,29.1075,17.4819,0
1,35,100,0.000225,389.0025,481.83,1192.5,1052.25,10.965,16.2075,415.725,1791.03,6784.32,0.975,35.4825,391.3125,1791.0075,6105.1275,6.33225,0.0225,293.25,1791,29.3475,17.5623,0
1,36,100,-0.0003,389.0025,481.905,1186.29,1054.155,10.965,16.2075,415.8975,1791.0075,6783.42,0.975,35.4375,391.74,1791.03,6099.36,6.31845,0.0225,294,1791,29.145,17.5731,0
1,37,100,-0.0003,389.0025,481.4925,1184.3325,1049.175,10.965,16.2075,415.9725,1791.0525,6791.58,0.975,35.4675,391.7175,1791.03,6098.9625,6.31065,0.0225,294,1791,29.2425,17.5764,0
1,38,100,-0.00135,389.0025,481.4475,1192.2,1049.625,10.965,16.2075,416.025,1791.06,6791.4525,0.975,35.4525,391.815,1791.06,6102.4575,6.31185,0.0225,294,1791,29.295,17.6076,0
1,39,100,-0.00225,389.0025,481.5075,1187.4075,1050.5175,10.965,16.2075,415.4775,1791.015,6788.82,0.975,35.34,391.6725,1791.0375,6098.8575,6.3105,0.0225,294,1791,29.025,17.527425,0
1,40,100,0,389.0025,481.68,1186.56,1051.3275,10.965,16.2075,415.9275,1791.045,6789.735,0.975,35.4975,391.38,1791.0075,6098.2725,6.2838,0.0225,294,1791,29.13,17.532675,0
1,41,100,0.002475,389.0025,481.8,1193.4825,1052.4075,10.965,16.2075,415.29,1791.045,6786.7425,0.975,35.3175,391.5525,1791.0225,6103.56,6.32775,0.0225,294,1791,29.3475,17.5833,0
1,42,100,0.000375,389.0025,481.59,1188.495,1051.035,10.965,16.2075,415.455,1791.06,6792.795,0.975,35.6175,391.6725,1791.0375,6098.16,6.310275,0.0225,294,1791,29.25,17.53125,0
1,43,100,-0.002025,389.0025,481.68,1193.64,1054.5375,10.965,16.2075,415.26,1791.0225,6793.41,0.975,35.49,392.055,1791.0675,6095.415,6.3051,0.0225,294,1791,29.2425,17.4861,0
1,44,100,-0.000075,389.0025,481.4475,1190.205,1050.9,10.965,16.2075,415.6125,1791.03,6785.1525,0.975,35.5875,391.725,1791,6098.5875,6.315075,0.0225,294,1791,29.295,17.606475,0
1,45,100,-0.000975,389.0025,481.8975,1186.815,1049.37,10.965,16.2075,415.3725,1791.06,6795.24,0.975,35.5875,391.2975,1791.0375,6096.2325,6.307425,0.0225,294.75,1791,29.0925,17.545725,0
1,46,100,0.000225,389.0025,481.8225,1191.2175,1050.9525,10.965,16.2075,415.32,1791.045,6795.285,0.975,35.4,391.515,1791.06,6096.5325,6.298275,0.0225,294.75,1791,29.1975,17.530875,0
1,47,100,0,389.0025,481.6575,1185.24,1052.1675,10.965,16.2075,415.785,1791.045,6789.03,0.975,35.415,391.38,1791.0375,6094.6575,6.297975,0.0225,294,1791,29.2425,17.615475,0
1,48,100,0.001425,389.0025,481.4175,1191.3825,1049.37,10.965,16.2075,415.515,1791.06,6783.945,0.975,35.55,391.4325,1791.045,6097.4925,6.3282,0.0225,294,1791,29.205,17.52375,0
1,49,100,-0.00105,389.0025,481.6725,1188.2625,1048.32,10.965,16.2075,415.6725,1791.0525,6787.98,0.975,35.415,391.0275,1791.03,6101.61,6.311325,0.0225,294,1791,29.295,17.58735,0
1,50,100,-0.0024,389.0025,482.0775,1191.3675,1052.715,10.965,16.2075,415.44,1791.045,6786.45,0.975,35.6025,391.7475,1791.0675,6095.475,6.3087,0.0225,294,1791,29.1375,17.55795,0
1,51,100,-0.00075,389.0025,482.1075,1189.155,1050.315,10.965,16.2075,415.2975,1791.015,6785.3175,0.975,35.34,391.4325,1791.0375,6100.77,6.3378,0.0225,294.75,1791,29.205,17.523825,0
1,52,100,0.00135,389.0025,482.07,1187.8275,1046.6775,10.965,16.2075,414.78,1791.03,6792.0075,0.975,35.3025,391.575,1791.0525,6099.615,6.340425,0.0225,293.25,1791,29.25,17.5041,0
1,53,100,0.001575,389.0025,481.9575,1184.865,1051.695,10.965,16.2075,415.62,1791.0375,6788.3625,0.975,35.4675,391.47,1791.045,6100.785,6.33135,0.0225,294,1791,29.175,17.533125,0
1,54,100,-0.00015,389.0025,481.815,1194.4425,1050.9,10.965,16.2075,415.4625,1791.03,6792.2175,0.975,35.535,391.83,1791.045,6097.4625,6.314175,0.0225,294,1791,29.22,17.4261,0
1,55,100,0.000675,389.0025,481.8075,1188.7125,1051.185,10.965,16.2075,415.8375,1791.03,6786.705,0.975,35.55,391.5825,1791.015,6100.575,6.305325,0.0225,294,1791,29.295,17.517525,0
1,56,100,0.000525,389.0025,481.8675,1189.7475,1050.57,10.965,16.2075,415.485,1791.0075,6781.815,0.975,35.445,391.86,1791.03,6101.55,6.30165,0.0225,293.25,1791,29.01,17.5056,0
1,57,100,-0.002475,389.0025,481.5975,1187.7525,1052.0925,10.965,16.2075,415.065,1791.0375,6788.1,0.975,35.4675,391.215,1791.06,6101.61,6.319725,0.0225,294,1791,29.13,17.517525,0
1,58,100,-0.00105,389.0025,481.425,1192.845,1048.4925,10.965,16.2075,415.605,1791.0675,6787.7475,0.975,35.445,391.6575,1791.03,6099.06,6.323925,0.0225,292.5,1791,29.1975,17.466975,0
1,59,100,-0.00045,389.0025,481.7475,1197.54,1052.6325,10.965,16.2075,415.965,1791.0525,6787.545,0.975,35.445,390.99,1791.015,6096.6075,6.3357,0.0225,294,1791,29.19,17.5833,0
1,60,100,-0.00075,389.0025,481.755,1187.0625,1052.3025,10.965,16.2075,415.5,1791.045,6788.7675,0.975,35.5575,391.8675,1791.0225,6099.6675,6.29085,0.0225,294.75,1791,29.1675,17.54025,0
1,61,100,0.0003,389.0025,481.575,1187.6625,1054.14,10.965,16.2075,415.5675,1791.0825,6787.935,0.975,35.4825,391.755,1791.0675,6098.745,6.3198,0.0225,293.25,1791,29.1675,17.52285,0
1,62,100,0.0003,389.0025,481.6275,1186.1925,1049.655,10.965,16.2075,415.8375,1791.075,6790.215,0.975,35.46,391.6425,1791.075,6099.21,6.305325,0.0225,293.25,1791,29.2725,17.453025,0
1,63,100,0.001125,389.0025,481.95,1194.105,1046.535,10.965,16.2075,415.11,1791.045,6787.47,0.975,35.6325,391.17,1791.0075,6098.0475,6.326775,0.0225,295.5,1791,29.0775,17.5077,0
1,64,100,0.001275,389.0025,481.6725,1188.3825,1050.0825,10.965,16.2075,415.41,1791.075,6782.7525,0.975,35.5875,391.365,1791.03,6096.1125,6.30495,0.0225,293.25,1791,29.1975,17.538,0
1,65,100,0,389.0025,481.71,1188.54,1052.43,10.965,16.2075,415.4775,1791.0225,6783.0075,0.975,35.67,391.155,1791.0975,6099.705,6.33045,0.0225,294,1791,29.175,17.5314,0
1,66,100,-0.000525,389.0025,481.875,1191.375,1049.64,10.965,16.2075,415.5,1791.045,6794.5875,0.975,35.355,391.32,1791.0375,6096.24,6.293325,0.0225,293.25,1791,29.2125,17.4864,0
1,67,100,0.0012,389.0025,481.7475,1192.665,1052.265,10.965,16.2075,415.7325,1791.075,6787.68,0.975,35.5425,391.98,1791.06,6100.5525,6.294375,0.0225,294.75,1791,29.2275,17.46825,0
1,68,100,-0.00135,389.0025,481.8825,1186.545,1053.315,10.965,16.2075,415.53,1791.075,6788.835,0.975,35.52,391.29,1791.0525,6099.2925,6.31815,0.0225,294,1791,29.2125,17.48805,0
1,69,100,-0.00165,389.0025,481.83,1193.025,1050.93,10.965,16.2075,415.9875,1791.0525,6787.9425,0.975,35.5575,391.665,1791.075,6096.8475,6.3219,0.0225,294,1791,29.25,17.53065,0
1,70,100,-0.000375,389.0025,481.665,1188.015,1052.085,10.965,16.2075,415.5075,1791.0825,6790.0725,0.975,35.5575,391.4475,1791.09,6097.77,6.320925,0.0225,294,1791,29.145,17.588475,0
1,71,100,0.0012,389.0025,481.6575,1185.3075,1052.3175,10.965,16.2075,415.545,1791.0225,6784.5675,0.975,35.475,391.29,1791.0675,6100.71,6.31725,0.0225,293.25,1791,29.1,17.541075,0
1,72,100,-0.001275,389.0025,481.8075,1184.4375,1055.1075,10.965,16.2075,415.32,1791.0525,6790.815,0.975,35.4525,391.4775,1791.0675,6100.4625,6.296325,0.0225,293.25,1791,29.13,17.481375,0
1,73,100,-0.0009,389.0025,481.7175,1194.03,1048.4475,10.965,16.2075,415.41,1791.0225,6787.23,0.975,35.4675,391.53,1791.075,6097.3875,6.303,0.0225,293.25,1791,29.2725,17.548125,0
1,74,100,0.002025,389.0025,482.22,1188.4875,1051.11,10.965,16.2075,415.5225,1791.0525,6784.3875,0.975,35.685,391.6875,1790.9775,6099.5025,6.310125,0.0225,294,1791,29.1,17.5365,0
1,75,100,0.000675,389.0025,481.47,1186.74,1046.115,10.965,16.2075,415.2,1791.0525,6781.74,0.975,35.415,391.3275,1791.0825,6097.5975,6.346575,0.0225,294,1791,29.1675,17.514075,0
1,76,100,-0.001125,389.0025,481.6575,1191.9075,1049.205,10.965,16.2075,415.245,1791.015,6792.4125,0.975,35.58,391.185,1791.0225,6102.33,6.2997,0.0225,292.5,1791,29.265,17.5821,0
1,77,100,0.00165,389.0025,481.9125,1189.725,1050.7275,10.965,16.2075,415.9575,1791.045,6784.83,0.975,35.5575,391.2,1791.06,6101.4375,6.33975,0.0225,294.75,1791,29.2425,17.45625,0
1,78,100,0.003,389.0025,481.4925,1185.57,1053.075,10.965,16.2075,415.1025,1791.06,6781.7775,0.975,35.55,391.71,1791.12,6100.4325,6.284475,0.0225,294,1791,29.16,17.51145,0
1,79,100,0.00165,389.0025,481.59,1186.845,1052.9475,10.965,16.2075,415.3275,1791.03,6785.895,0.975,35.5125,391.3875,1791.0975,6101.55,6.3099,0.0225,295.5,1791,29.175,17.484075,0
1,80,100,-0.00015,389.0025,481.455,1193.97,1045.185,10.965,16.2075,415.4325,1791.045,6782.7525,0.975,35.73,391.14,1791.075,6100.995,6.317625,0.0225,294,1791,29.1675,17.520975,0
1,81,100,-0.00135,389.0025,482.0475,1188.615,1051.53,10.965,16.2075,415.41,1791.075,6783.9825,0.975,35.5725,391.245,1791.0375,6096.6525,6.318525,0.0225,294,1791,29.0775,17.52975,0
1,82,100,-0.0009,389.0025,481.53,1191.8025,1049.3775,10.965,16.2075,415.635,1791.075,6786.165,0.975,35.4375,391.4625,1791.0225,6100.53,6.29895,0.0225,294.75,1791,29.1675,17.453475,0
1,83,100,0.0003,389.0025,481.995,1191.0375,1054.785,10.965,16.2075,415.1175,1791.06,6786.81,0.975,35.415,391.4475,1791.0375,6098.49,6.3096,0.0225,293.25,1791,29.1,17.49555,0
1,84,100,0.000375,389.0025,481.98,1189.14,1054.95,10.965,16.2075,415.4325,1791.0375,6787.8525,0.975,35.535,391.155,1791.045,6098.655,6.310425,0.0225,294,1791,29.0475,17.448975,0
1,85,100,0.001875,389.0025,481.71,1192.59,1054.47,10.965,16.2075,415.8,1791.0075,6792.06,0.975,35.52,391.725,1791.0375,6101.4825,6.337425,0.0225,294,1791,29.2575,17.463,0
1,86,100,-0.0009,389.0025,481.38,1191.6,1052.67,10.965,16.2075,415.2675,1791.075,6785.445,0.975,35.535,391.365,1791.0675,6097.545,6.312975,0.0225,295.5,1791,29.205,17.545875,0
1,87,100,0,389.0025,481.7475,1190.0175,1059.825,10.965,16.2075,415.575,1791.105,6787.89,0.975,35.505,391.0725,1791.045,6097.8075,6.32445,0.0225,293.25,1791,29.16,17.50515,0
1,88,100,0.002175,389.0025,481.47,1185.9675,1054.5675,10.965,16.2075,415.86,1791.0525,6785.0475,0.975,35.595,391.65,1791.03,6098.6025,6.34395,0.0225,294,1791,29.175,17.48145,0
1,89,100,0.0006,389.0025,481.68,1188.5475,1051.665,10.965,16.2075,415.4325,1791.0375,6791.43,0.975,35.595,391.1625,1791.06,6101.3625,6.336675,0.0225,294,1791,29.2125,17.4966,0
1,90,100,0.001275,389.0025,482.0025,1188.285,1059.6975,10.965,16.2075,414.66,1791.075,6788.4525,0.975,35.49,391.1175,1791.0675,6097.29,6.297075,0.0225,293.25,1791,29.235,17.6034,0
1,91,100,0.001875,389.0025,481.485,1188.63,1053.57,10.965,16.2075,415.155,1791.03,6788.04,0.975,35.49,391.1625,1791.075,6100.8,6.296175,0.0225,295.5,1791,29.3325,17.53815,0
1,92,100,0.00075,389.0025,482.1675,1192.5225,1050.5775,10.965,16.2075,415.3575,1791.105,6786.27,0.975,35.5875,391.4325,1791.0375,6098.5425,6.29865,0.0225,294,1791,29.2425,17.51415,0
1,93,100,0.0024,389.0025,482.1375,1195.305,1056.36,10.965,16.2075,415.5525,1791.0525,6785.9025,0.975,35.595,391.0725,1791.06,6099.8625,6.31575,0.0225,294,1791,29.145,17.435775,0
1,94,100,-0.001575,389.0025,481.8375,1187.4525,1053.705,10.965,16.2075,415.395,1791.1125,6784.3725,0.975,35.61,391.2075,1791.0525,6099.3,6.3393,0.0225,294.75,1791,29.1375,17.53185,0
1,95,100,0.001425,389.0025,482.145,1183.2,1057.575,10.965,16.2075,415.4325,1791.015,6786.6375,0.975,35.535,391.44,1791.015,6098.7225,6.343125,0.0225,295.5,1791,29.07,17.495175,0
1,96,100,-0.00255,389.0025,481.6425,1188.0525,1046.37,10.965,16.2075,415.005,1791.0525,6786.5325,0.975,35.5425,391.245,1791.045,6098.0175,6.323325,0.0225,294,1791,29.16,17.494125,0
1,97,100,0.002625,389.0025,481.5525,1196.8275,1055.8575,10.965,16.2075,415.05,1791.0675,6784.575,0.975,35.595,391.2525,1791.045,6096.555,6.307875,0.0225,294,1791,29.2575,17.472225,0
1,98,100,0.00045,389.0025,481.5,1193.3325,1053.42,10.965,16.2075,414.5625,1791.045,6784.1175,0.975,35.5275,391.7325,1791.045,6095.9175,6.3009,0.0225,293.25,1791,29.22,17.44155,0
1,99,100,-0.000375,389.0025,481.845,1194.5475,1054.5975,10.965,16.2075,415.32,1791.06,6783.855,0.975,35.55,391.065,1791.075,6098.8275,6.336075,0.0225,294.75,1791,29.115,17.424225,0
1,100,100,-0.001575,389.0025,481.665,1192.2225,1058.5125,10.965,16.2075,415.665,1791.0525,6784.29,0.975,35.73,391.1625,1791.06,6099.3675,6.318075,0.0225,294,1791,29.1975,17.55675,0
1,101,100,0.0009,389.0025,482.0625,1188.135,1052.5575,10.965,16.2075,415.0275,1791.045,6789.225,0.975,35.715,391.4175,1791.06,6094.4775,6.326475,0.0225,293.25,1791,29.0625,17.561175,0
1,102,100,0.001275,389.0025,482.1375,1191.8325,1052.565,10.965,16.2075,415.065,1791.1125,6788.52,0.975,35.6175,391.035,1791.0375,6097.8,6.342075,0.0225,294.75,1791,29.205,17.523975,0
1,103,100,-0.000975,389.0025,481.6575,1185.9525,1052.4075,10.965,16.2075,415.23,1791.0675,6789.96,0.975,35.6775,391.0575,1791.075,6093.3,6.319725,0.0225,294,1791,29.0175,17.571675,0
1,104,100,-0.000075,389.0025,481.7175,1192.9725,1054.6875,10.965,16.2075,415.245,1791.06,6783.5475,0.975,35.505,391.785,1791.0675,6098.9175,6.301575,0.0225,294,1791,29.22,17.504475,0
1,105,100,0.0018,389.0025,481.5075,1191.21,1052.415,10.965,16.2075,414.8325,1791.0675,6786.27,0.975,35.4825,391.3575,1791.06,6100.5075,6.32445,0.0225,294.75,1791,29.0775,17.539275,0
1,106,100,0,389.0025,482.01,1191.7875,1053.3375,10.965,16.2075,415.2,1791.06,6787.365,0.975,35.58,391.1325,1791.0675,6094.785,6.3498,0.0225,294,1791,29.31,17.5611,0
1,107,100,-0.0009,389.0025,481.8975,1196.3475,1055.7975,10.965,16.2075,415.305,1791.0525,6786.51,0.975,35.5125,391.3125,1791.0525,6099.3,6.318075,0.0225,297,1791,29.2575,17.55645,0
1,108,100,0.0006,389.0025,482.6175,1189.4325,1049.6025,10.965,16.2075,415.8225,1791.105,6785.2725,0.975,35.7075,391.14,1791.0225,6098.64,6.309975,0.0225,294.75,1791,29.0625,17.4774,0
1,109,100,-0.000825,389.0025,481.8675,1189.8375,1056.825,10.965,16.2075,415.1925,1791.075,6788.3475,0.975,35.685,391.215,1791.0825,6098.2275,6.281775,0.0225,295.5,1791,29.2875,17.517075,0
1,110,100,0,389.0025,481.9125,1192.5075,1050.9525,10.965,16.2075,415.56,1791.0975,6788.55,0.975,35.6625,391.5075,1791.09,6095.37,6.34785,0.0225,294.75,1791,29.295,17.471325,0
1,111,100,0.0006,389.0025,482.0025,1188.285,1056.0825,10.965,16.2075,415.1175,1791.09,6788.73,0.975,35.715,391.1475,1791.105,6099.3,6.333525,0.0225,294,1791,29.19,17.410125,0
1,112,100,0.000375,389.0025,481.995,1189.845,1051.38,10.965,16.2075,414.8925,1791.045,6788.46,0.975,35.415,391.425,1791.06,6098.64,6.333375,0.0225,295.5,1791,29.13,17.490525,0
1,113,100,0.000525,389.0025,482.01,1193.1375,1054.9425,10.965,16.2075,414.6825,1791.075,6789.8625,0.975,35.595,391.3125,1791.12,6096.99,6.3435,0.0225,294.75,1791,29.175,17.482575,0
1,114,100,0.000225,389.0025,481.7325,1191.315,1052.2275,10.965,16.2075,415.7175,1791.0525,6784.935,0.975,35.685,391.26,1791.1125,6099.27,6.32175,0.0225,295.5,1791,29.1675,17.53155,0
1,115,100,-0.001275,389.0025,481.995,1196.13,1054.95,10.965,16.2075,415.5975,1791.0825,6787.7775,0.975,35.5725,391.02,1791.09,6095.7,6.325875,0.0225,294.75,1791,29.1975,17.47665,0
1,116,100,-0.0015,389.0025,481.98,1185.2325,1051.4925,10.965,16.2075,415.8,1791.06,6787.2825,0.975,35.5725,391.2,1791.0375,6100.845,6.304425,0.0225,295.5,1791,29.2725,17.5134,0
1,117,100,0.000375,389.0025,481.785,1192.3275,1057.0125,10.965,16.2075,415.9425,1791.075,6787.2075,0.975,35.64,390.915,1791.075,6094.59,6.3192,0.0225,293.25,1791,29.0475,17.38245,0
1,118,100,-0.00045,389.0025,481.755,1189.2525,1057.005,10.965,16.2075,415.6875,1791.075,6788.34,0.975,35.6625,390.9825,1791.09,6101.4075,6.314775,0.0225,294.75,1791,29.16,17.47245,0
1,119,100,0.000975,389.0025,482.0025,1197.6,1053.345,10.965,16.2075,415.3275,1791.075,6784.4175,0.975,35.6625,391.095,1791.0675,6092.8875,6.31455,0.0225,295.5,1791,29.2575,17.4891,0
1,120,100,-0.0018,389.0025,482.1075,1195.335,1055.76,10.965,16.2075,415.245,1791.075,6786.54,0.975,35.7,391.005,1791.075,6094.1775,6.302175,0.0225,294.75,1791,29.1075,17.479575,0
1,121,100,-0.002475,389.0025,481.9725,1195.17,1058.925,10.965,16.2075,415.275,1791.0525,6780.7275,0.975,35.58,390.975,1791.03,6100.455,6.319725,0.0225,295.5,1791,28.9725,17.5665,0
1,122,100,0.00195,389.0025,482.475,1195.26,1060.4775,10.965,16.2075,415.0725,1791.1125,6781.7925,0.975,35.7,390.69,1791.09,6098.8575,6.3192,0.0225,294.75,1791,29.145,17.459475,0
1,123,100,0.0012,389.0025,482.5425,1189.995,1052.28,10.965,16.2075,414.48,1791.09,6787.08,0.975,35.5575,391.2,1791.1275,6097.29,6.3297,0.0225,294,1791,29.175,17.469,0
1,124,100,0.001875,389.0025,481.86,1190.355,1051.71,10.965,16.2075,414.195,1791.0975,6789.7725,0.975,35.6625,391.05,1791.0975,6100.365,6.3312,0.0225,294.75,1791,29.1,17.425575,0
1,125,100,-0.0003,389.0025,482.22,1189.1025,1054.815,10.965,16.2075,414.33,1791.0975,6784.62,0.975,35.7225,391.1775,1791.0825,6094.7475,6.305925,0.0225,295.5,1791,29.01,17.477925,0
1,126,100,0.0012,389.0025,481.8675,1186.98,1063.875,10.965,16.2075,415.29,1791.0375,6786.8325,0.975,35.6175,391.0125,1791.06,6098.205,6.32835,0.0225,294,1791,29.1375,17.421675,0
1,127,100,-0.00075,389.0025,482.2425,1190.175,1049.6175,10.965,16.2075,415.3575,1791.0675,6785.925,0.975,35.7225,391.005,1791.075,6099.75,6.34695,0.0225,294.75,1791,29.1825,17.4579,0
1,128,100,-0.00045,389.0025,481.8525,1195.4025,1055.295,10.965,16.2075,414.555,1791.0975,6792.4425,0.975,35.715,391.47,1791.12,6099.06,6.330975,0.0225,294.75,1791,29.1375,17.448075,0
